buyer_province,buyer_city,buyer_district,buyer_village,seller_province,seller_city,seller_district,seller_village,buyer_name,seller_name,buyer_npwp,buyer_active_pkp_flag,seller_npwp,seller_active_pkp_flag,buyer_klu_code,buyer_klu_description,seller_klu_code,seller_klu_description,invoice_date,international_transcation_flag,normalized_item_name,brand,category,quantity,unit_amount,discount_amount,dpp_amount,ppn_amount,ppnbm_amount,gross_amount
Jawa Tengah,Solo,Banjarsari,Sragen,DKI Jakarta,Jakarta Barat,Grogol,Tanjung Duren,Badan Keuangan,Perum Putra,813440581862708,false,687704202261281,false,01217,pembibitan dan budidaya kambing perah,01217,pembibitan dan budidaya kambing perah,2024-11-01,true,air conditioner,aqua,Air conditioners,1,2804070,258171,2545899,280048,0,2825947
Jawa Timur,Malang,Klojen,Kauman,Jawa Barat,Bandung,Coblong,Dago,Direktorat Kesehatan,UD Laksmiwati (Persero) Tbk,480481346431417,true,566651448642064,true,08992,penggalian batu bahan industri,08992,penggalian batu bahan industri,2025-05-09,true,soft drinks,lasegar,Soft drinks,8,7723695,5523535,56266025,6189262,0,62455287
Bali,Badung,Kuta,Legian,Bali,Badung,Kuta,Legian,Sekretariat Kesehatan,PT Widiastuti Thamrin,751394891314982,true,216591733612799,false,47822,"perdagangan eceran kaki lima dan los pasar roti, kue kering, kue basah dan sejenisnya",47822,"perdagangan eceran kaki lima dan los pasar roti, kue kering, kue basah dan sejenisnya",2025-06-03,false,snack foods,dk,Snack foods,9,6503568,3512014,55020098,6052210,0,61072308
Jawa Barat,Bandung,Coblong,Dago,Jawa Tengah,Solo,Banjarsari,Sragen,Direktorat Pekerjaan Umum,UD Sihombing (Persero) Tbk,676791552517940,false,889813746973145,false,50228,angkutan penyeberangan umum dalam kabupaten/kota untuk barang,50228,angkutan penyeberangan umum dalam kabupaten/kota untuk barang,2025-07-26,true,inkjet printer,toshiba,Inkjet printers,4,3568395,1308974,12964606,1426106,0,14390712
Jawa Tengah,Solo,Banjarsari,Sragen,Bali,Badung,Kuta,Legian,Sekretariat Perhubungan,PT Maulana Rahimah (Persero) Tbk,742482365975226,false,942026939267226,false,45311,instalasi air (plumbing),45311,instalasi air (plumbing),2025-06-25,false,electric fan,maspion,Domestic electric fan,1,8819953,111642,8708311,957914,0,9666225
Jawa Timur,Malang,Klojen,Kauman,Jawa Barat,Bandung,Coblong,Dago,Badan Kesehatan,PT Hastuti,169844068317696,false,948471665501993,true,10802,industri konsentrat makanan hewan,10802,industri konsentrat makanan hewan,2025-02-01,false,motorcycle,viar,Motorcycles,8,1769329,1292073,12862559,1414881,0,14277440
Bali,Badung,Kuta,Legian,Bali,Badung,Kuta,Legian,Direktorat Perhubungan,CV Napitupulu,987335762422679,false,721640534775932,true,52405,perdagangan eceran bahan konstruksi dan sanitasi bekas di dalam bangunan,52405,perdagangan eceran bahan konstruksi dan sanitasi bekas di dalam bangunan,2025-07-08,true,insurance service,lippo,Insurance law service,5,3457238,1301412,15984778,1758325,0,17743103
Jawa Timur,Malang,Klojen,Kauman,Jawa Barat,Bandung,Coblong,Dago,Kementerian Kesehatan,Perum Wahyuni Tbk,295678548838176,true,145751611691068,false,26311,industri bata tahan api dan sejenisnya,26311,industri bata tahan api dan sejenisnya,2025-02-12,false,detergent and laundry products,vanish,Laundry products,9,4483204,545538,39803298,4378362,0,44181660
Bali,Badung,Kuta,Legian,Jawa Timur,Malang,Klojen,Kauman,Badan Pekerjaan Umum,UD Maryati Usamah,971062535724214,false,989356689915664,false,80122,jasa pendidikan sekolah dasar swasta,80122,jasa pendidikan sekolah dasar swasta,2024-09-29,true,edible vegetable oil,kunci mas,Edible vegetable or plant oils,6,8864666,1845175,51342821,5647710,0,56990531
Bali,Badung,Kuta,Legian,Bali,Badung,Kuta,Legian,Dinas Kesehatan,Perum Puspita,473669298719196,false,430533642780443,true,08992,penggalian batu bahan industri,08992,penggalian batu bahan industri,2025-03-15,false,soft drinks,lasegar,Soft drinks,9,197701,30073,1749236,192415,0,1941651
Jawa Tengah,Solo,Banjarsari,Sragen,DKI Jakarta,Jakarta Timur,Jatinegara,Bali Mester,Direktorat Keuangan,UD Safitri Januar,915122688572959,false,522168529673651,false,10794,"industri kerupuk, keripik, peyek dan sejenisnya",10794,"industri kerupuk, keripik, peyek dan sejenisnya",2024-10-14,false,water,eternal plus,Water,1,5023336,470958,4552378,500761,0,5053139
Jawa Barat,Bandung,Coblong,Dago,Jawa Barat,Bandung,Coblong,Dago,Dinas Perhubungan,PD Napitupulu Mayasari Tbk,217011383199111,true,934718201925523,false,26311,industri bata tahan api dan sejenisnya,26311,industri bata tahan api dan sejenisnya,2024-09-17,true,detergent and laundry products,vanish,Laundry products,3,448508,120383,1225141,134765,0,1359906
Jawa Tengah,Solo,Banjarsari,Sragen,DKI Jakarta,Jakarta Selatan,Cilandak,Cipete,Sekretariat Kesehatan,PD Prabowo Sinaga,391215580228229,false,607920204045021,false,45311,instalasi air (plumbing),45311,instalasi air (plumbing),2024-07-30,false,electric fan,maspion,Domestic electric fan,6,333383,102105,1898193,208801,0,2106994
DKI Jakarta,Jakarta Barat,Grogol,Tanjung Duren,DKI Jakarta,Jakarta Timur,Matraman,Pisangan Baru,Badan Pekerjaan Umum,PD Rahimah,416960368047306,false,544857170809343,true,52405,perdagangan eceran bahan konstruksi dan sanitasi bekas di dalam bangunan,52405,perdagangan eceran bahan konstruksi dan sanitasi bekas di dalam bangunan,2025-01-02,false,insurance service,lippo,Insurance law service,3,9000103,922183,26078126,2868593,0,28946719
Jawa Timur,Malang,Klojen,Kauman,Jawa Tengah,Solo,Banjarsari,Sragen,Kementerian Pendidikan,PD Saptono Narpati,771773999607711,false,716458963045368,true,08992,penggalian batu bahan industri,08992,penggalian batu bahan industri,2024-12-06,false,soft drinks,lasegar,Soft drinks,4,5818873,888089,22387403,2462614,0,24850017
Bali,Badung,Kuta,Legian,Jawa Barat,Bandung,Coblong,Dago,Dinas Pekerjaan Umum,CV Laksmiwati,161237009129814,false,718868901503894,true,01223,pembibitan dan budidaya ayam buras,01223,pembibitan dan budidaya ayam buras,2025-06-04,false,water,prima,Water,2,4255840,102972,8408708,924957,0,9333665
Bali,Badung,Kuta,Legian,Jawa Barat,Bandung,Coblong,Dago,Sekretariat Pendidikan,PD Zulkarnain Agustina (Persero) Tbk,317861787102225,false,607383753303775,false,45328,instalasi jaringan pipa,45328,instalasi jaringan pipa,2025-07-21,false,domestic refrigerator,hisense,Domestic refrigerators,10,2606763,2372097,23695533,2606508,0,26302041
Jawa Tengah,Solo,Banjarsari,Sragen,DKI Jakarta,Jakarta Timur,Matraman,Pisangan Baru,Direktorat Keuangan,Perum Wibowo Wahyuni,504748441318372,true,925255114897255,false,80122,jasa pendidikan sekolah dasar swasta,80122,jasa pendidikan sekolah dasar swasta,2025-05-30,false,edible vegetable oil,kunci mas,Edible vegetable or plant oils,8,7521866,3009342,57165586,6288214,0,63453800
Jawa Tengah,Solo,Banjarsari,Sragen,Bali,Badung,Kuta,Legian,Sekretariat Kesehatan,CV Siregar,925897571801244,true,184893152873615,true,26311,industri bata tahan api dan sejenisnya,26311,industri bata tahan api dan sejenisnya,2025-06-16,true,detergent and laundry products,vanish,Laundry products,10,9762343,6797028,90826402,9990904,0,100817306
Bali,Badung,Kuta,Legian,Bali,Badung,Kuta,Legian,Direktorat Kesehatan,Perum Farida Usada Tbk,969361043980321,false,623204901079753,true,15493,industri kecap,15493,industri kecap,2025-07-08,false,freezer,electrolux,Upright cabinet freezer,6,8474968,88849,50760959,5583705,0,56344664
Jawa Barat,Bandung,Coblong,Dago,Jawa Barat,Bandung,Coblong,Dago,Badan Pendidikan,PT Hasanah Hakim,957340836611974,false,170773466461771,false,22121,industri pengasapan karet,22121,industri pengasapan karet,2024-11-16,false,air conditioner,modena,Air conditioners,4,768206,108409,2964415,326085,0,3290500
Jawa Tengah,Solo,Banjarsari,Sragen,DKI Jakarta,Jakarta Barat,Grogol,Tanjung Duren,Sekretariat Keuangan,CV Suwarno Santoso (Persero) Tbk,935318890246220,false,712885728407696,true,75124,pembinaan pelayanan kesejahteraan sosial,75124,pembinaan pelayanan kesejahteraan sosial,2025-06-16,false,bathing soap,kodomo,Soaps,7,6178662,652948,42597686,4685745,0,47283431
Jawa Tengah,Solo,Banjarsari,Sragen,Jawa Tengah,Solo,Banjarsari,Sragen,Sekretariat Pendidikan,Perum Simanjuntak Budiyanto,595279045569861,true,186793686920411,false,75124,pembinaan pelayanan kesejahteraan sosial,75124,pembinaan pelayanan kesejahteraan sosial,2025-01-12,true,bathing soap,kodomo,Soaps,3,3185756,165001,9392267,1033149,0,10425416
Bali,Badung,Kuta,Legian,Jawa Tengah,Solo,Banjarsari,Sragen,Direktorat Kesehatan,UD Waskita Tbk,281546510062236,false,374345427404312,true,52101,pergudangan,52101,pergudangan,2025-03-15,true,hair shampoo,ellips,Shampoos,10,9987944,2703298,97176142,10689375,0,107865517
Bali,Badung,Kuta,Legian,Jawa Barat,Bandung,Coblong,Dago,Sekretariat Pekerjaan Umum,UD Maryati Tbk,120966473940477,false,196546343303895,true,08992,penggalian batu bahan industri,08992,penggalian batu bahan industri,2024-09-07,false,soft drinks,lasegar,Soft drinks,10,7959005,7275459,72314591,7954605,0,80269196
Jawa Barat,Bandung,Coblong,Dago,Bali,Badung,Kuta,Legian,Badan Perhubungan,PT Napitupulu Putra Tbk,764953693825307,true,525825519604610,false,24214,industri bahan amelioran (pembenah tanah),24214,industri bahan amelioran (pembenah tanah),2024-10-04,true,facial care products,nivea,Facial care products,2,327874,26522,629226,69214,0,698440
Bali,Badung,Kuta,Legian,Jawa Barat,Bandung,Coblong,Dago,Kementerian Perhubungan,PD Pratiwi Pudjiastuti (Persero) Tbk,246736094770253,true,863992110655598,false,75124,pembinaan pelayanan kesejahteraan sosial,75124,pembinaan pelayanan kesejahteraan sosial,2024-10-08,false,bathing soap,kodomo,Soaps,6,778773,365765,4306873,473756,0,4780629
Jawa Timur,Malang,Klojen,Kauman,Jawa Tengah,Solo,Banjarsari,Sragen,Badan Perhubungan,PD Wastuti Narpati,361785840997381,true,773615297391124,false,36930,industri alat-alat olahraga,36930,industri alat-alat olahraga,2024-11-27,false,powdered milk,nutrilon,Powdered milk,4,141762,46474,520574,57263,0,577837
DKI Jakarta,Jakarta Barat,Grogol,Tanjung Duren,Jawa Barat,Bandung,Coblong,Dago,Kementerian Kesehatan,CV Sitorus Tbk,833608013924101,false,576889701297033,false,26412,industri kapur,26412,industri kapur,2024-09-16,false,baby diapers,mamy  poko,Infant diapers,7,3467412,1733204,22538680,2479254,0,25017934
Bali,Badung,Kuta,Legian,Bali,Badung,Kuta,Legian,Sekretariat Keuangan,UD Lailasari Tbk,894318871829526,false,255450911505624,true,23963,industri  barang  dari  batu  untuk  keperluan  rumah tangga dan pajangan,23963,industri  barang  dari  batu  untuk  keperluan  rumah tangga dan pajangan,2024-08-30,true,powdered milk,chil kid,Powdered milk,8,2764471,420599,21695169,2386468,0,24081637
Bali,Badung,Kuta,Legian,Jawa Barat,Bandung,Coblong,Dago,Dinas Perhubungan,UD Waskita Adriansyah,775817080571698,false,172147239199595,false,52349,perdagangan eceran khusus bahan konstruksi lainnya di dalam bangunan,52349,perdagangan eceran khusus bahan konstruksi lainnya di dalam bangunan,2024-09-26,true,instant noodle or pasta,burung dara,Plain pasta and noodles,6,1392843,638613,7718445,849028,0,8567473
Jawa Timur,Malang,Klojen,Kauman,Jawa Barat,Bandung,Coblong,Dago,Dinas Pekerjaan Umum,Perum Anggraini,319263603816719,true,774996132352225,true,36992,industri pita mesin tulis/gambar,36992,industri pita mesin tulis/gambar,2025-02-18,true,facial care products,biore,Facial care products,1,6085435,250878,5834557,641801,0,6476358
DKI Jakarta,Jakarta Selatan,Cilandak,Cipete,Jawa Timur,Malang,Klojen,Kauman,Sekretariat Kesehatan,PD Adriansyah Tbk,117302351956260,true,201519794845240,false,26311,industri bata tahan api dan sejenisnya,26311,industri bata tahan api dan sejenisnya,2025-03-25,false,detergent and laundry products,vanish,Laundry products,6,4689031,949152,27185034,2990353,0,30175387
Jawa Barat,Bandung,Coblong,Dago,Jawa Tengah,Solo,Banjarsari,Sragen,Sekretariat Pendidikan,PT Yolanda Wastuti,431298758439387,false,231743599270681,false,50228,angkutan penyeberangan umum dalam kabupaten/kota untuk barang,50228,angkutan penyeberangan umum dalam kabupaten/kota untuk barang,2025-01-08,false,inkjet printer,toshiba,Inkjet printers,8,6376357,4724200,46286656,5091532,0,51378188
Jawa Barat,Bandung,Coblong,Dago,Bali,Badung,Kuta,Legian,Badan Pendidikan,CV Thamrin,813438661107646,true,889456551029564,true,24214,industri bahan amelioran (pembenah tanah),24214,industri bahan amelioran (pembenah tanah),2025-01-18,false,facial care products,nivea,Facial care products,7,5973972,2166375,39651429,4361657,0,44013086
DKI Jakarta,Jakarta Timur,Matraman,Pisangan Baru,DKI Jakarta,Jakarta Pusat,Tanah Abang,Bendungan Hilir,Sekretariat Kesehatan,CV Wasita Siregar,453387660937689,false,402952277267605,true,92429,jasa rekreasi lainnya,92429,jasa rekreasi lainnya,2025-04-20,true,television,panasonic,Televisions,8,3399848,985079,26213705,2883507,0,29097212
Jawa Barat,Bandung,Coblong,Dago,Jawa Barat,Bandung,Coblong,Dago,Kementerian Pendidikan,PD Mustofa (Persero) Tbk,188372904293146,false,107458699592655,true,45227,bangunan dermaga,45227,bangunan dermaga,2025-06-04,false,fresh bread,jordan,Fresh bread,6,5341817,2065025,29985877,3298446,0,33284323
Jawa Tengah,Solo,Banjarsari,Sragen,Jawa Timur,Malang,Klojen,Kauman,Sekretariat Perhubungan,CV Gunawan Wahyuni,136664163419315,false,973590705873837,true,26514,industri alat uji dalam proses industri,26514,industri alat uji dalam proses industri,2025-06-24,false,instant noodle or pasta,atom bulan,Plain pasta and noodles,2,8744039,964837,16523241,1817556,0,18340797
DKI Jakarta,Jakarta Barat,Grogol,Tanjung Duren,Bali,Badung,Kuta,Legian,Sekretariat Keuangan,PT Safitri,717625690912996,false,403324493850327,false,07301,pertambangan emas dan perak,07301,pertambangan emas dan perak,2025-01-11,false,marketing and customer relationship management software,salesforce,Customer relationship management software maintenance,6,3135559,1045996,17767358,1954409,0,19721767
Jawa Barat,Bandung,Coblong,Dago,Jawa Timur,Malang,Klojen,Kauman,Sekretariat Kesehatan,UD Hutasoit Adriansyah Tbk,748398238751082,true,212445740731580,false,23963,industri  barang  dari  batu  untuk  keperluan  rumah tangga dan pajangan,23963,industri  barang  dari  batu  untuk  keperluan  rumah tangga dan pajangan,2025-04-29,true,powdered milk,chil kid,Powdered milk,9,7301427,3195081,62517762,6876953,0,69394715
Jawa Barat,Bandung,Coblong,Dago,Jawa Barat,Bandung,Coblong,Dago,Sekretariat Pekerjaan Umum,PD Yuniar,455480358003797,false,382571482008139,true,45328,instalasi jaringan pipa,45328,instalasi jaringan pipa,2025-05-16,false,domestic refrigerator,hisense,Domestic refrigerators,2,2790422,62952,5517892,606968,0,6124860
Jawa Tengah,Solo,Banjarsari,Sragen,Jawa Tengah,Solo,Banjarsari,Sragen,Sekretariat Pekerjaan Umum,CV Habibi (Persero) Tbk,487467286518090,true,236500124133810,false,52349,perdagangan eceran khusus bahan konstruksi lainnya di dalam bangunan,52349,perdagangan eceran khusus bahan konstruksi lainnya di dalam bangunan,2024-09-16,true,instant noodle or pasta,burung dara,Plain pasta and noodles,10,9711905,9033494,88085556,9689411,0,97774967
Jawa Tengah,Solo,Banjarsari,Sragen,Jawa Timur,Malang,Klojen,Kauman,Direktorat Kesehatan,PT Setiawan Waskita Tbk,288673052516910,false,810750179699271,false,01223,pembibitan dan budidaya ayam buras,01223,pembibitan dan budidaya ayam buras,2024-09-21,true,water,prima,Water,2,2767900,360317,5175483,569303,0,5744786
Jawa Tengah,Solo,Banjarsari,Sragen,Bali,Badung,Kuta,Legian,Badan Pekerjaan Umum,PT Sudiati Kusmawati (Persero) Tbk,566108964806151,true,240780537246727,true,02011,pengusahaan hutan jati,02011,pengusahaan hutan jati,2024-10-28,false,hair shampoo,zinc,Shampoos,2,3582803,175018,6990588,768964,0,7759552
DKI Jakarta,Jakarta Barat,Grogol,Tanjung Duren,Bali,Badung,Kuta,Legian,Sekretariat Pendidikan,PT Rahimah Tbk,395494196333890,true,837274448145474,false,10794,"industri kerupuk, keripik, peyek dan sejenisnya",10794,"industri kerupuk, keripik, peyek dan sejenisnya",2024-10-17,false,water,eternal plus,Water,4,4200624,1546845,15255651,1678121,0,16933772
Jawa Timur,Malang,Klojen,Kauman,DKI Jakarta,Jakarta Barat,Grogol,Tanjung Duren,Direktorat Perhubungan,CV Kurniawan Wahyuni,717604582273978,false,885454807907502,true,24202,industri pembuatan logam dasar bukan besi,24202,industri pembuatan logam dasar bukan besi,2025-06-09,false,taxicab service,blue bird,Taxicab services,10,7347709,4391099,69085991,7599459,0,76685450
Bali,Badung,Kuta,Legian,Bali,Badung,Kuta,Legian,Badan Keuangan,UD Megantara,392514813063258,true,111885478343797,true,45227,bangunan dermaga,45227,bangunan dermaga,2025-01-15,true,fresh bread,jordan,Fresh bread,6,4861072,1967958,27198474,2991832,0,30190306
DKI Jakarta,Jakarta Pusat,Tanah Abang,Bendungan Hilir,DKI Jakarta,Jakarta Pusat,Tanah Abang,Bendungan Hilir,Kementerian Pekerjaan Umum,PT Hardiansyah Uwais Tbk,312310428164114,false,731127758167941,false,92429,jasa rekreasi lainnya,92429,jasa rekreasi lainnya,2024-08-16,false,television,panasonic,Televisions,4,2789207,817308,10339520,1137347,0,11476867
Jawa Barat,Bandung,Coblong,Dago,Jawa Barat,Bandung,Coblong,Dago,Direktorat Kesehatan,Perum Lailasari,177085443738707,true,426053029071614,true,28222,industri mesin dan perkakas mesin untuk pengerjaan kayu,28222,industri mesin dan perkakas mesin untuk pengerjaan kayu,2025-03-30,false,feminine hygiene products,softex,Feminine hygiene products,10,7646173,2282826,74178904,8159679,0,82338583
Bali,Badung,Kuta,Legian,DKI Jakarta,Jakarta Selatan,Cilandak,Cipete,Dinas Pendidikan,Perum Adriansyah,403084168849544,true,593615073137869,true,92331,kebun raya dan kebun binatang,92331,kebun raya dan kebun binatang,2025-03-29,true,domestic refrigerator,panasonik,Domestic refrigerators,2,2578052,7720,5148384,566322,0,5714706
Jawa Barat,Bandung,Coblong,Dago,Jawa Timur,Malang,Klojen,Kauman,Badan Pendidikan,Perum Mangunsong Iswahyudi,945068503262840,true,400055245916016,false,30001,industri mesin kantor dan akuntansi manual,30001,industri mesin kantor dan akuntansi manual,2024-07-30,true,freezer,sanken,Upright cabinet freezer,9,7937754,1523402,69916384,7690802,0,77607186
Jawa Tengah,Solo,Banjarsari,Sragen,Jawa Barat,Bandung,Coblong,Dago,Kementerian Kesehatan,CV Yuniar Wastuti (Persero) Tbk,927899875246640,true,849856283516823,true,31202,industri peralatan pengontrol arus listik,31202,industri peralatan pengontrol arus listik,2025-07-05,false,powdered milk,dnco,Powdered milk,7,5286326,1355025,35649257,3921418,0,39570675
DKI Jakarta,Jakarta Barat,Grogol,Tanjung Duren,Jawa Tengah,Solo,Banjarsari,Sragen,Dinas Pendidikan,CV Pratiwi,812591922446806,false,116962219626720,true,80122,jasa pendidikan sekolah dasar swasta,80122,jasa pendidikan sekolah dasar swasta,2024-12-24,false,edible vegetable oil,kunci mas,Edible vegetable or plant oils,10,2057387,830070,19743800,2171818,0,21915618
DKI Jakarta,Jakarta Barat,Grogol,Tanjung Duren,Jawa Tengah,Solo,Banjarsari,Sragen,Direktorat Pendidikan,UD Andriani Tbk,796534972371304,false,955192400142615,true,67123,manager investasi,67123,manager investasi,2025-05-31,true,laptop notebook computers,apple,Notebook computers,6,2632322,1470791,14323141,1575545,0,15898686
DKI Jakarta,Jakarta Selatan,Cilandak,Cipete,Jawa Tengah,Solo,Banjarsari,Sragen,Kementerian Perhubungan,Perum Saptono Hutasoit Tbk,915598647958902,true,646401614031827,false,92429,jasa rekreasi lainnya,92429,jasa rekreasi lainnya,2024-08-26,false,television,panasonic,Televisions,9,8272379,1591955,72859456,8014540,0,80873996
Jawa Barat,Bandung,Coblong,Dago,Jawa Tengah,Solo,Banjarsari,Sragen,Direktorat Keuangan,PT Siregar,396506586655232,false,100809404106033,false,80122,jasa pendidikan sekolah dasar swasta,80122,jasa pendidikan sekolah dasar swasta,2024-12-05,true,edible vegetable oil,kunci mas,Edible vegetable or plant oils,1,6158168,250385,5907783,649856,0,6557639
DKI Jakarta,Jakarta Pusat,Tanah Abang,Bendungan Hilir,Bali,Badung,Kuta,Legian,Direktorat Keuangan,UD Hidayanto,208375384219813,true,246114520260976,true,36992,industri pita mesin tulis/gambar,36992,industri pita mesin tulis/gambar,2025-02-10,true,facial care products,biore,Facial care products,4,1846087,508947,6875401,756294,0,7631695
DKI Jakarta,Jakarta Barat,Grogol,Tanjung Duren,Bali,Badung,Kuta,Legian,Dinas Pekerjaan Umum,CV Rahimah Prastuti,179799280514030,true,838305774705674,false,31202,industri peralatan pengontrol arus listik,31202,industri peralatan pengontrol arus listik,2024-11-16,true,powdered milk,dnco,Powdered milk,8,1068380,378458,8168582,898544,0,9067126
Jawa Timur,Malang,Klojen,Kauman,Bali,Badung,Kuta,Legian,Kementerian Kesehatan,PD Widiastuti (Persero) Tbk,684888477090642,true,916469422760868,true,55114,hotel bintang dua,55114,hotel bintang dua,2025-01-01,false,ecommerce advertising,goads,Advertising,4,3290006,1103504,12056520,1326217,0,13382737
Jawa Barat,Bandung,Coblong,Dago,Bali,Badung,Kuta,Legian,Kementerian Kesehatan,CV Sinaga Tbk,303108112057209,false,480003694119900,true,22121,industri pengasapan karet,22121,industri pengasapan karet,2025-04-02,false,air conditioner,modena,Air conditioners,6,5337423,2307208,29717330,3268906,0,32986236
Jawa Tengah,Solo,Banjarsari,Sragen,Bali,Badung,Kuta,Legian,Sekretariat Keuangan,Perum Sitompul Halim (Persero) Tbk,603840261584583,false,917753184064026,true,36992,industri pita mesin tulis/gambar,36992,industri pita mesin tulis/gambar,2024-09-22,false,facial care products,biore,Facial care products,10,323509,271376,2963714,326008,0,3289722
Jawa Tengah,Solo,Banjarsari,Sragen,Jawa Barat,Bandung,Coblong,Dago,Sekretariat Pekerjaan Umum,Perum Pranowo Susanti,742516611969157,true,142486221452163,false,08992,penggalian batu bahan industri,08992,penggalian batu bahan industri,2024-12-27,false,soft drinks,lasegar,Soft drinks,3,2372104,277860,6838452,752229,0,7590681
Bali,Badung,Kuta,Legian,Jawa Tengah,Solo,Banjarsari,Sragen,Kementerian Keuangan,PD Jailani Prabowo,643286703670526,true,876417984278884,true,52101,pergudangan,52101,pergudangan,2025-03-23,false,hair shampoo,ellips,Shampoos,1,9718436,400080,9318356,1025019,0,10343375
DKI Jakarta,Jakarta Timur,Jatinegara,Bali Mester,Jawa Timur,Malang,Klojen,Kauman,Direktorat Pendidikan,UD Suwarno,690400398444752,true,707906747562638,true,63460,jasa konsultasi pariwisata,63460,jasa konsultasi pariwisata,2024-10-13,false,accounting software,accurate online,Accounting software,9,3754361,642556,33146693,3646136,0,36792829
Jawa Timur,Malang,Klojen,Kauman,Jawa Timur,Malang,Klojen,Kauman,Dinas Keuangan,UD Mangunsong (Persero) Tbk,635763164966197,true,549449206986572,false,67123,manager investasi,67123,manager investasi,2024-08-04,true,laptop notebook computers,apple,Notebook computers,7,8469194,3644775,55639583,6120354,0,61759937
Jawa Barat,Bandung,Coblong,Dago,Jawa Timur,Malang,Klojen,Kauman,Dinas Pendidikan,CV Hutasoit,974568154180770,false,870943723707104,true,26311,industri bata tahan api dan sejenisnya,26311,industri bata tahan api dan sejenisnya,2024-08-22,true,detergent and laundry products,vanish,Laundry products,7,7155832,3064087,47026737,5172941,0,52199678
Jawa Barat,Bandung,Coblong,Dago,Jawa Tengah,Solo,Banjarsari,Sragen,Sekretariat Kesehatan,Perum Utama (Persero) Tbk,150527887046144,true,871643271975410,false,24202,industri pembuatan logam dasar bukan besi,24202,industri pembuatan logam dasar bukan besi,2025-02-19,true,taxicab service,blue bird,Taxicab services,2,1935284,28593,3841975,422617,0,4264592
Bali,Badung,Kuta,Legian,Jawa Tengah,Solo,Banjarsari,Sragen,Direktorat Pendidikan,PT Aryani,335322683547504,true,715216285766472,false,67123,manager investasi,67123,manager investasi,2025-04-24,false,laptop notebook computers,apple,Notebook computers,10,2421416,77127,24137033,2655073,0,26792106
Bali,Badung,Kuta,Legian,DKI Jakarta,Jakarta Timur,Matraman,Pisangan Baru,Kementerian Perhubungan,UD Tarihoran Wacana,174981574848605,false,405469500305821,false,28222,industri mesin dan perkakas mesin untuk pengerjaan kayu,28222,industri mesin dan perkakas mesin untuk pengerjaan kayu,2025-02-04,true,feminine hygiene products,softex,Feminine hygiene products,1,4957261,454772,4502489,495273,0,4997762
Jawa Timur,Malang,Klojen,Kauman,Jawa Tengah,Solo,Banjarsari,Sragen,Dinas Pekerjaan Umum,PD Wibowo Suwarno (Persero) Tbk,615649335960487,true,378537389815462,false,26311,industri bata tahan api dan sejenisnya,26311,industri bata tahan api dan sejenisnya,2025-06-22,false,detergent and laundry products,vanish,Laundry products,8,6650153,1317055,51884169,5707258,0,57591427
Jawa Tengah,Solo,Banjarsari,Sragen,Jawa Barat,Bandung,Coblong,Dago,Direktorat Pendidikan,UD Namaga (Persero) Tbk,724810127454531,false,270807523264950,false,08992,penggalian batu bahan industri,08992,penggalian batu bahan industri,2024-09-19,false,soft drinks,lasegar,Soft drinks,3,1522955,382672,4186193,460481,0,4646674
Bali,Badung,Kuta,Legian,Bali,Badung,Kuta,Legian,Sekretariat Keuangan,PT Hartati,710501465522290,true,834616389290855,true,28222,industri mesin dan perkakas mesin untuk pengerjaan kayu,28222,industri mesin dan perkakas mesin untuk pengerjaan kayu,2024-08-31,true,feminine hygiene products,softex,Feminine hygiene products,3,5234132,1443956,14258440,1568428,0,15826868
Bali,Badung,Kuta,Legian,Bali,Badung,Kuta,Legian,Sekretariat Pekerjaan Umum,PT Narpati Tbk,910022021336403,true,457582588050509,true,67204,broker,67204,broker,2025-06-24,true,air conditioner,changhong,Air conditioners,6,6996441,3449829,38528817,4238169,0,42766986
Jawa Timur,Malang,Klojen,Kauman,DKI Jakarta,Jakarta Selatan,Cilandak,Cipete,Sekretariat Pekerjaan Umum,PD Usada Utama,781848679242656,true,361415745820716,true,92331,kebun raya dan kebun binatang,92331,kebun raya dan kebun binatang,2024-11-23,true,domestic refrigerator,panasonik,Domestic refrigerators,6,1383376,721568,7578688,833655,0,8412343
Jawa Timur,Malang,Klojen,Kauman,Jawa Barat,Bandung,Coblong,Dago,Dinas Kesehatan,Perum Yuniar (Persero) Tbk,354761110174201,true,960794805374084,true,26311,industri bata tahan api dan sejenisnya,26311,industri bata tahan api dan sejenisnya,2025-02-12,false,detergent and laundry products,vanish,Laundry products,7,3783840,850745,25636135,2819974,0,28456109
Jawa Barat,Bandung,Coblong,Dago,Bali,Badung,Kuta,Legian,Dinas Perhubungan,Perum Kuswoyo Siregar,973941684279606,true,927909096950837,false,49425,angkutan darat lainnya untuk wisata,49425,angkutan darat lainnya untuk wisata,2025-07-11,false,fresh bread,arnon,Fresh bread,7,9645467,4981204,62537065,6879077,0,69416142
Bali,Badung,Kuta,Legian,Jawa Timur,Malang,Klojen,Kauman,Kementerian Pekerjaan Umum,PD Laksita Lazuardi,681106444042622,true,427835669104698,false,92429,jasa rekreasi lainnya,92429,jasa rekreasi lainnya,2024-09-10,false,television,panasonic,Televisions,5,4846850,1935030,22299220,2452914,0,24752134
